sk_produto,codigo_produto,ean,nome_produto,marca,departamento,categoria,subcategoria,unidade_medida,peso_liquido_g,produto_marca_propria,perecivel,fornecedor_padrao_sk,preco_lista,custo_unitario,margem_base_pct,ativo,ativo_flag
187,PRD000187,7890000000187,Shampoo Natural 187,Marca H,Padaria,Utilidades,Refil,KG,4001.0,1,0,187,92.9,54.81,40.0,1,True
188,PRD000188,7890000000188,Iogurte Suave 188,Marca I,Bazar,Animais,Concentrado,G,4074.0,0,0,188,126.8,93.83,47.0,1,True
189,PRD000189,7890000000189,Queijo Extra 189,Marca J,Pet,Doces,Mini,L,4147.0,0,1,189,269.7,204.97,21.0,1,True
190,PRD000190,7890000000190,Pão Max 190,Marca K,Mercearia,Cereais,Grande,ML,4220.0,0,1,190,100.0,72.0,28.0,1,True
191,PRD000191,7890000000191,Biscoito Fresh 191,Marca L,Mercearia,Perfumaria,Econômico,CX,4293.0,0,1,191,101.3,72.94,35.0,1,True
192,PRD000192,7890000000192,Café Plus 192,Marca M,Bebidas,Grãos,Standard,UN,4366.0,0,0,192,78.4,53.31,42.0,1,True
193,PRD000193,7890000000193,Açúcar Caseiro 193,Marca N,Higiene,Sucos,Premium,KG,4439.0,0,0,193,70.7,44.54,49.0,1,True
194,PRD000194,7890000000194,Farinha Artesanal 194,Marca Própria,Limpeza,Banho,Diet,G,4512.0,0,0,194,11.2,7.39,23.0,0,0
195,PRD000195,7890000000195,Óleo Fortificado 195,Marca A,Laticínios,Casa,Light,L,4585.0,0,0,195,28.5,20.24,30.0,1,True
196,PRD000196,7890000000196,Água Kids 196,Marca B,Açougue,Frios,Zero,ML,4658.0,0,0,196,165.6,130.82,37.0,1,True
197,PRD000197,7890000000197,Chocolate Original 197,Marca C,Padaria,Carnes,Tradicional,CX,4731.0,0,0,197,9.9,5.84,44.0,1,True
198,PRD000198,7890000000198,Ração Tradicional 198,Marca D,Bazar,Pães,Orgânico,UN,4804.0,1,1,198,167.8,124.17,18.0,1,True
199,PRD000199,7890000000199,Absorvente Premium 199,Marca E,Pet,Utilidades,Sem Glúten,KG,4877.0,0,1,199,312.7,237.65,25.0,1,True
200,PRD000200,7890000000200,Arroz Integral 200,Marca F,Mercearia,Animais,Sem Lactose,G,100.0,0,1,200,113.0,81.36,32.0,1,True
201,PRD000201,7890000000201,Feijão Light 201,Marca G,Mercearia,Doces,Kids,L,173.0,0,0,201,114.3,82.3,39.0,1,True
202,PRD000202,7890000000202,Macarrão Zero 202,Marca H,Bebidas,Cereais,Família,ML,246.0,0,0,202,95.4,64.87,46.0,1,True
203,PRD000203,7890000000203,Leite Família 203,Marca I,Higiene,Perfumaria,Refil,CX,319.0,0,0,203,89.7,56.51,20.0,1,True
204,PRD000204,7890000000204,Refrigerante Econômico 204,Marca J,Limpeza,Grãos,Concentrado,UN,392.0,0,0,204,34.2,22.57,27.0,1,True
205,PRD000205,7890000000205,Sabonete Natural 205,Marca K,Laticínios,Sucos,Mini,KG,465.0,0,0,205,57.5,40.83,34.0,1,True
206,PRD000206,7890000000206,Detergente Suave 206,Marca L,Açougue,Banho,Grande,G,538.0,0,0,206,196.6,155.31,41.0,1,True
207,PRD000207,7890000000207,Shampoo Extra 207,Marca M,Padaria,Casa,Econômico,L,611.0,0,1,207,46.9,27.67,48.0,1,True
208,PRD000208,7890000000208,Iogurte Max 208,Marca N,Bazar,Frios,Standard,ML,684.0,0,1,208,208.8,154.51,22.0,1,True
209,PRD000209,7890000000209,Queijo Fresh 209,Marca Própria,Pet,Carnes,Premium,CX,757.0,1,1,209,355.7,270.33,29.0,1,True
210,PRD000210,7890000000210,Pão Plus 210,Marca A,Mercearia,Pães,Diet,UN,830.0,0,0,210,126.0,90.72,36.0,1,True
211,PRD000211,7890000000211,Biscoito Caseiro 211,Marca B,Mercearia,Utilidades,Light,KG,903.0,0,0,211,127.3,91.66,43.0,1,True
212,PRD000212,7890000000212,Café Artesanal 212,Marca C,Bebidas,Animais,Zero,G,976.0,0,0,212,112.4,76.43,50.0,1,True
213,PRD000213,7890000000213,Açúcar Fortificado 213,Marca D,Higiene,Doces,Tradicional,L,1049.0,0,0,213,108.7,68.48,24.0,1,True
214,PRD000214,7890000000214,Farinha Kids 214,Marca E,Limpeza,Cereais,Orgânico,ML,1122.0,0,0,214,57.2,37.75,31.0,1,True
215,PRD000215,7890000000215,Óleo Original 215,Marca F,Laticínios,Perfumaria,Sem Glúten,CX,1195.0,0,0,215,86.5,61.42,38.0,1,True
216,PRD000216,7890000000216,Água Tradicional 216,Marca G,Açougue,Grãos,Sem Lactose,UN,1268.0,0,1,216,227.6,179.8,45.0,1,True
217,PRD000217,7890000000217,Chocolate Premium 217,Marca H,Padaria,Sucos,Kids,KG,1341.0,0,1,217,83.9,49.5,19.0,1,True
218,PRD000218,7890000000218,Ração Integral 218,Marca I,Bazar,Banho,Família,G,1414.0,0,1,218,249.8,184.85,26.0,1,True
219,PRD000219,7890000000219,Absorvente Light 219,Marca J,Pet,Casa,Refil,L,1487.0,0,0,219,398.7,303.01,33.0,1,True
220,PRD000220,7890000000220,Arroz Zero 220,Marca K,Mercearia,Frios,Concentrado,ML,1560.0,1,0,220,139.0,100.08,40.0,1,True
221,PRD000221,7890000000221,Feijão Família 221,Marca L,Mercearia,Carnes,Mini,CX,1633.0,0,0,221,140.3,101.02,47.0,1,True
222,PRD000222,7890000000222,Macarrão Econômico 222,Marca M,Bebidas,Pães,Grande,UN,1706.0,0,0,222,129.4,87.99,21.0,1,True
223,PRD000223,7890000000223,Leite Natural 223,Marca N,Higiene,Utilidades,Econômico,KG,1779.0,0,0,223,127.7,80.45,28.0,1,True
224,PRD000224,7890000000224,Refrigerante Suave 224,Marca Própria,Limpeza,Animais,Standard,G,1852.0,0,0,224,80.2,52.93,35.0,1,True
225,PRD000225,7890000000225,Sabonete Extra 225,Marca A,Laticínios,Doces,Premium,L,1925.0,0,1,225,115.5,82.01,42.0,1,True
226,PRD000226,7890000000226,Detergente Max 226,Marca B,Açougue,Cereais,Diet,ML,1998.0,0,1,226,258.6,204.29,49.0,1,True
227,PRD000227,7890000000227,Shampoo Fresh 227,Marca C,Padaria,Perfumaria,Light,CX,2071.0,0,1,227,120.9,71.33,23.0,1,True
228,PRD000228,7890000000228,Iogurte Plus 228,Marca D,Bazar,Grãos,Zero,UN,2144.0,0,0,228,290.8,215.19,30.0,1,True
229,PRD000229,7890000000229,Queijo Caseiro 229,Marca E,Pet,Sucos,Tradicional,KG,2217.0,0,0,229,441.7,335.69,37.0,1,True
230,PRD000230,7890000000230,Pão Artesanal 230,Marca F,Mercearia,Banho,Orgânico,G,2290.0,0,0,230,152.0,109.44,44.0,1,True
231,PRD000231,7890000000231,Biscoito Fortificado 231,Marca G,Mercearia,Casa,Sem Glúten,L,2363.0,1,0,231,3.3,2.38,18.0,1,True
232,PRD000232,7890000000232,Café Kids 232,Marca H,Bebidas,Frios,Sem Lactose,ML,2436.0,0,0,232,146.4,99.55,25.0,1,True
233,PRD000233,7890000000233,Açúcar Original 233,Marca I,Higiene,Carnes,Kids,CX,2509.0,0,0,233,146.7,92.42,32.0,1,True
234,PRD000234,7890000000234,Farinha Tradicional 234,Marca J,Limpeza,Pães,Família,UN,2582.0,0,1,234,103.2,68.11,39.0,1,True
235,PRD000235,7890000000235,Óleo Premium 235,Marca K,Laticínios,Utilidades,Refil,KG,2655.0,0,1,235,144.5,102.6,46.0,1,True
236,PRD000236,7890000000236,Água Integral 236,Marca L,Açougue,Animais,Concentrado,G,2728.0,0,1,236,289.6,228.78,20.0,1,True
237,PRD000237,7890000000237,Chocolate Light 237,Marca M,Padaria,Doces,Mini,L,2801.0,0,0,237,37.9,22.36,27.0,1,True
238,PRD000238,7890000000238,Ração Zero 238,Marca N,Bazar,Cereais,Grande,ML,2874.0,0,0,238,331.8,245.53,34.0,1,True
239,PRD000239,7890000000239,Absorvente Família 239,Marca Própria,Pet,Perfumaria,Econômico,CX,2947.0,0,0,239,484.7,368.37,41.0,1,True
240,PRD000240,7890000000240,Arroz Econômico 240,Marca A,Mercearia,Grãos,Standard,UN,3020.0,0,0,240,15.0,10.8,48.0,1,True
241,PRD000241,7890000000241,Feijão Natural 241,Marca B,Mercearia,Sucos,Premium,KG,3093.0,0,0,241,16.3,11.74,22.0,1,True
242,PRD000242,7890000000242,Macarrão Suave 242,Marca C,Bebidas,Banho,Diet,G,3166.0,1,0,242,163.4,111.11,29.0,1,True
243,PRD000243,7890000000243,Leite Extra 243,Marca D,Higiene,Casa,Light,L,3239.0,0,1,243,165.7,104.39,36.0,1,True
244,PRD000244,7890000000244,Refrigerante Max 244,Marca E,Limpeza,Frios,Zero,ML,3312.0,0,1,244,126.2,83.29,43.0,1,True
245,PRD000245,7890000000245,Sabonete Fresh 245,Marca F,Laticínios,Carnes,Tradicional,CX,3385.0,0,1,245,173.5,123.19,50.0,1,True
246,PRD000246,7890000000246,Detergente Plus 246,Marca G,Açougue,Pães,Orgânico,UN,3458.0,0,0,246,320.6,253.27,24.0,1,True
247,PRD000247,7890000000247,Shampoo Caseiro 247,Marca H,Padaria,Utilidades,Sem Glúten,KG,3531.0,0,0,247,74.9,44.19,31.0,1,True
248,PRD000248,7890000000248,Iogurte Artesanal 248,Marca I,Bazar,Animais,Sem Lactose,G,3604.0,0,0,248,372.8,275.87,38.0,1,True
249,PRD000249,7890000000249,Queijo Fortificado 249,Marca J,Pet,Doces,Kids,L,3677.0,0,0,249,527.7,401.05,45.0,1,True
250,PRD000250,7890000000250,Pão Kids 250,Marca K,Mercearia,Cereais,Família,ML,3750.0,0,0,250,28.0,20.16,19.0,1,True
251,PRD000251,7890000000251,Biscoito Original 251,Marca L,Mercearia,Perfumaria,Refil,CX,3823.0,0,0,251,29.3,21.1,26.0,1,True
252,PRD000252,7890000000252,Café Tradicional 252,Marca M,Bebidas,Grãos,Concentrado,UN,3896.0,0,1,252,180.4,122.67,33.0,1,True
253,PRD000253,7890000000253,Açúcar Premium 253,Marca N,Higiene,Sucos,Mini,KG,3969.0,1,1,253,184.7,116.36,40.0,1,True
254,PRD000254,7890000000254,Farinha Integral 254,Marca Própria,Limpeza,Banho,Grande,G,4042.0,0,1,254,149.2,98.47,47.0,1,True
255,PRD000255,7890000000255,Óleo Light 255,Marca A,Laticínios,Casa,Econômico,L,4115.0,0,0,255,22.5,15.98,21.0,1,True
256,PRD000256,7890000000256,Água Zero 256,Marca B,Açougue,Frios,Standard,ML,4188.0,0,0,256,351.6,277.76,28.0,1,True
257,PRD000257,7890000000257,Chocolate Família 257,Marca C,Padaria,Carnes,Premium,CX,4261.0,0,0,257,111.9,66.02,35.0,1,True
258,PRD000258,7890000000258,Ração Econômico 258,Marca D,Bazar,Pães,Diet,UN,4334.0,0,0,258,413.8,306.21,42.0,1,True
259,PRD000259,7890000000259,Absorvente Natural 259,Marca E,Pet,Utilidades,Light,KG,4407.0,0,0,259,20.7,15.73,49.0,1,True
260,PRD000260,7890000000260,Arroz Suave 260,Marca F,Mercearia,Animais,Zero,G,4480.0,0,0,260,41.0,29.52,23.0,1,True
261,PRD000261,7890000000261,Feijão Extra 261,Marca G,Mercearia,Doces,Tradicional,L,4553.0,0,1,261,42.3,30.46,30.0,1,True
262,PRD000262,7890000000262,Macarrão Max 262,Marca H,Bebidas,Cereais,Orgânico,ML,4626.0,0,1,262,197.4,134.23,37.0,1,True
263,PRD000263,7890000000263,Leite Fresh 263,Marca I,Higiene,Perfumaria,Sem Glúten,CX,4699.0,0,1,263,203.7,128.33,44.0,1,True
264,PRD000264,7890000000264,Refrigerante Plus 264,Marca J,Limpeza,Grãos,Sem Lactose,UN,4772.0,1,0,264,172.2,113.65,18.0,1,True
265,PRD000265,7890000000265,Sabonete Caseiro 265,Marca K,Laticínios,Sucos,Kids,KG,4845.0,0,0,265,51.5,36.57,25.0,1,True
266,PRD000266,7890000000266,Detergente Artesanal 266,Marca L,Açougue,Banho,Família,G,68.0,0,0,266,382.6,302.25,32.0,1,True
267,PRD000267,7890000000267,Shampoo Fortificado 267,Marca M,Padaria,Casa,Refil,L,141.0,0,0,267,28.9,17.05,39.0,1,True
268,PRD000268,7890000000268,Iogurte Kids 268,Marca N,Bazar,Frios,Concentrado,ML,214.0,0,0,268,454.8,336.55,46.0,1,True
269,PRD000269,7890000000269,Queijo Original 269,Marca Própria,Pet,Carnes,Mini,CX,287.0,0,0,269,63.7,48.41,20.0,1,True
270,PRD000270,7890000000270,Pão Tradicional 270,Marca A,Mercearia,Pães,Grande,UN,360.0,0,1,270,54.0,38.88,27.0,1,True
271,PRD000271,7890000000271,Biscoito Premium 271,Marca B,Mercearia,Utilidades,Econômico,KG,433.0,0,1,271,55.3,39.82,34.0,1,True
272,PRD000272,7890000000272,Café Integral 272,Marca C,Bebidas,Animais,Standard,G,506.0,0,1,272,214.4,145.79,41.0,1,True
273,PRD000273,7890000000273,Açúcar Light 273,Marca D,Higiene,Doces,Premium,L,579.0,0,0,273,222.7,140.3,48.0,1,True
274,PRD000274,7890000000274,Farinha Zero 274,Marca E,Limpeza,Cereais,Diet,ML,652.0,0,0,274,195.2,128.83,22.0,1,True
275,PRD000275,7890000000275,Óleo Família 275,Marca F,Laticínios,Perfumaria,Light,CX,725.0,1,0,275,80.5,57.16,29.0,1,True
276,PRD000276,7890000000276,Água Econômico 276,Marca G,Açougue,Grãos,Zero,UN,798.0,0,0,276,413.6,326.74,36.0,1,True
277,PRD000277,7890000000277,Chocolate Natural 277,Marca H,Padaria,Sucos,Tradicional,KG,871.0,0,0,277,65.9,38.88,43.0,1,True
278,PRD000278,7890000000278,Ração Suave 278,Marca I,Bazar,Banho,Orgânico,G,944.0,0,0,278,495.8,366.89,50.0,1,True
279,PRD000279,7890000000279,Absorvente Extra 279,Marca J,Pet,Casa,Sem Glúten,L,1017.0,0,1,279,106.7,81.09,24.0,1,True
280,PRD000280,7890000000280,Arroz Max 280,Marca K,Mercearia,Frios,Sem Lactose,ML,1090.0,0,1,280,67.0,48.24,31.0,1,True
281,PRD000281,7890000000281,Feijão Fresh 281,Marca L,Mercearia,Carnes,Kids,CX,1163.0,0,1,281,68.3,49.18,38.0,1,True
282,PRD000282,7890000000282,Macarrão Plus 282,Marca M,Bebidas,Pães,Família,UN,1236.0,0,0,282,231.4,157.35,45.0,1,True
283,PRD000283,7890000000283,Leite Caseiro 283,Marca N,Higiene,Utilidades,Refil,KG,1309.0,0,0,283,241.7,152.27,19.0,1,True
284,PRD000284,7890000000284,Refrigerante Artesanal 284,Marca Própria,Limpeza,Animais,Concentrado,G,1382.0,0,0,284,218.2,144.01,26.0,1,True
285,PRD000285,7890000000285,Sabonete Fortificado 285,Marca A,Laticínios,Doces,Mini,L,1455.0,0,0,285,109.5,77.75,33.0,1,True
286,PRD000286,7890000000286,Detergente Kids 286,Marca B,Açougue,Cereais,Grande,ML,1528.0,1,0,286,444.6,351.23,40.0,1,True
287,PRD000287,7890000000287,Shampoo Original 287,Marca C,Padaria,Perfumaria,Econômico,CX,1601.0,0,0,287,102.9,60.71,47.0,1,True
288,PRD000288,7890000000288,Iogurte Tradicional 288,Marca D,Bazar,Grãos,Standard,UN,1674.0,0,1,288,536.8,397.23,21.0,1,True
289,PRD000289,7890000000289,Queijo Premium 289,Marca E,Pet,Sucos,Premium,KG,1747.0,0,1,289,149.7,113.77,28.0,1,True
290,PRD000290,7890000000290,Pão Integral 290,Marca F,Mercearia,Banho,Diet,G,1820.0,0,1,290,80.0,57.6,35.0,1,True
291,PRD000291,7890000000291,Biscoito Light 291,Marca G,Mercearia,Casa,Light,L,1893.0,0,0,291,81.3,58.54,42.0,0,0
292,PRD000292,7890000000292,Café Zero 292,Marca H,Bebidas,Frios,Zero,ML,1966.0,0,0,292,248.4,168.91,49.0,1,True
293,PRD000293,7890000000293,Açúcar Família 293,Marca I,Higiene,Carnes,Tradicional,CX,2039.0,0,0,293,260.7,164.24,23.0,1,True
294,PRD000294,7890000000294,Farinha Econômico 294,Marca J,Limpeza,Pães,Orgânico,UN,2112.0,0,0,294,21.2,13.99,30.0,1,True
295,PRD000295,7890000000295,Óleo Natural 295,Marca K,Laticínios,Utilidades,Sem Glúten,KG,2185.0,0,0,295,138.5,98.34,37.0,1,True
296,PRD000296,7890000000296,Água Suave 296,Marca L,Açougue,Animais,Sem Lactose,G,2258.0,0,0,296,25.6,20.22,44.0,1,True
297,PRD000297,7890000000297,Chocolate Extra 297,Marca M,Padaria,Doces,Kids,L,2331.0,1,1,297,19.9,11.74,18.0,1,True
298,PRD000298,7890000000298,Ração Max 298,Marca N,Bazar,Cereais,Família,ML,2404.0,0,1,298,577.8,427.57,25.0,1,True
299,PRD000299,7890000000299,Absorvente Fresh 299,Marca Própria,Pet,Perfumaria,Refil,CX,2477.0,0,1,299,192.7,146.45,32.0,1,True
300,PRD000300,7890000000300,Arroz Plus 300,Marca A,Mercearia,Grãos,Concentrado,UN,2550.0,0,0,300,93.0,66.96,39.0,1,True
301,PRD000301,7890000000301,Feijão Caseiro 301,Marca B,Mercearia,Sucos,Mini,KG,2623.0,0,0,301,94.3,67.9,46.0,1,True
302,PRD000302,7890000000302,Macarrão Artesanal 302,Marca C,Bebidas,Banho,Grande,G,2696.0,0,0,302,15.4,10.47,20.0,1,True
303,PRD000303,7890000000303,Leite Fortificado 303,Marca D,Higiene,Casa,Econômico,L,2769.0,0,0,303,279.7,176.21,27.0,1,True
304,PRD000304,7890000000304,Refrigerante Kids 304,Marca E,Limpeza,Frios,Standard,ML,2842.0,0,0,304,44.2,29.17,34.0,1,True
305,PRD000305,7890000000305,Sabonete Original 305,Marca F,Laticínios,Carnes,Premium,CX,2915.0,0,0,305,167.5,118.93,41.0,1,True
306,PRD000306,7890000000306,Detergente Tradicional 306,Marca G,Açougue,Pães,Diet,UN,2988.0,0,1,306,56.6,44.71,48.0,1,True
307,PRD000307,7890000000307,Shampoo Premium 307,Marca H,Padaria,Utilidades,Light,KG,3061.0,0,1,307,56.9,33.57,22.0,1,True
308,PRD000308,7890000000308,Iogurte Integral 308,Marca I,Bazar,Animais,Zero,G,3134.0,1,1,308,618.8,457.91,29.0,1,True
309,PRD000309,7890000000309,Queijo Light 309,Marca J,Pet,Doces,Tradicional,L,3207.0,0,0,309,235.7,179.13,36.0,1,True
310,PRD000310,7890000000310,Pão Zero 310,Marca K,Mercearia,Cereais,Orgânico,ML,3280.0,0,0,310,106.0,76.32,43.0,1,True
311,PRD000311,7890000000311,Biscoito Família 311,Marca L,Mercearia,Perfumaria,Sem Glúten,CX,3353.0,0,0,311,107.3,77.26,50.0,1,True
312,PRD000312,7890000000312,Café Econômico 312,Marca M,Bebidas,Grãos,Sem Lactose,UN,3426.0,0,0,312,32.4,22.03,24.0,1,True
313,PRD000313,7890000000313,Açúcar Natural 313,Marca N,Higiene,Sucos,Kids,KG,3499.0,0,0,313,298.7,188.18,31.0,1,True
314,PRD000314,7890000000314,Farinha Suave 314,Marca Própria,Limpeza,Banho,Família,G,3572.0,0,0,314,67.2,44.35,38.0,1,True
315,PRD000315,7890000000315,Óleo Extra 315,Marca A,Laticínios,Casa,Refil,L,3645.0,0,1,315,16.5,11.72,45.0,1,True
316,PRD000316,7890000000316,Água Max 316,Marca B,Açougue,Frios,Concentrado,ML,3718.0,0,1,316,87.6,69.2,19.0,1,True
317,PRD000317,7890000000317,Chocolate Fresh 317,Marca C,Padaria,Carnes,Mini,CX,3791.0,0,1,317,93.9,55.4,26.0,1,True
318,PRD000318,7890000000318,Ração Plus 318,Marca D,Bazar,Pães,Grande,UN,3864.0,0,0,318,9.8,7.25,33.0,1,True
319,PRD000319,7890000000319,Absorvente Caseiro 319,Marca E,Pet,Utilidades,Econômico,KG,3937.0,1,0,319,278.7,211.81,40.0,1,True
320,PRD000320,7890000000320,Arroz Artesanal 320,Marca F,Mercearia,Animais,Standard,G,4010.0,0,0,320,119.0,85.68,47.0,1,True
321,PRD000321,7890000000321,Feijão Fortificado 321,Marca G,Mercearia,Doces,Premium,L,4083.0,0,0,321,120.3,86.62,21.0,1,True
322,PRD000322,7890000000322,Macarrão Kids 322,Marca H,Bebidas,Cereais,Diet,ML,4156.0,0,0,322,49.4,33.59,28.0,1,True
323,PRD000323,7890000000323,Leite Original 323,Marca I,Higiene,Perfumaria,Light,CX,4229.0,0,0,323,17.7,11.15,35.0,1,True
324,PRD000324,7890000000324,Refrigerante Tradicional 324,Marca J,Limpeza,Grãos,Zero,UN,4302.0,0,1,324,90.2,59.53,42.0,1,True
325,PRD000325,7890000000325,Sabonete Premium 325,Marca K,Laticínios,Sucos,Tradicional,KG,4375.0,0,1,325,45.5,32.31,49.0,1,True
326,PRD000326,7890000000326,Detergente Integral 326,Marca L,Açougue,Banho,Orgânico,G,4448.0,0,1,326,118.6,93.69,23.0,1,True
327,PRD000327,7890000000327,Shampoo Light 327,Marca M,Padaria,Casa,Sem Glúten,L,4521.0,0,0,327,10.9,6.43,30.0,1,True
328,PRD000328,7890000000328,Iogurte Zero 328,Marca N,Bazar,Frios,Sem Lactose,ML,4594.0,0,0,328,50.8,37.59,37.0,1,True
329,PRD000329,7890000000329,Queijo Família 329,Marca Própria,Pet,Carnes,Kids,CX,4667.0,0,0,329,321.7,244.49,44.0,1,True
330,PRD000330,7890000000330,Pão Econômico 330,Marca A,Mercearia,Pães,Família,UN,4740.0,1,0,330,132.0,95.04,18.0,1,True
331,PRD000331,7890000000331,Biscoito Natural 331,Marca B,Mercearia,Utilidades,Refil,KG,4813.0,0,0,331,133.3,95.98,25.0,1,True
332,PRD000332,7890000000332,Café Suave 332,Marca C,Bebidas,Animais,Concentrado,G,4886.0,0,0,332,66.4,45.15,32.0,1,True
333,PRD000333,7890000000333,Açúcar Extra 333,Marca D,Higiene,Doces,Mini,L,109.0,0,1,333,36.7,23.12,39.0,1,True
334,PRD000334,7890000000334,Farinha Max 334,Marca E,Limpeza,Cereais,Grande,ML,182.0,0,1,334,113.2,74.71,46.0,1,True
335,PRD000335,7890000000335,Óleo Fresh 335,Marca F,Laticínios,Perfumaria,Econômico,CX,255.0,0,1,335,74.5,52.9,20.0,1,True
336,PRD000336,7890000000336,Água Plus 336,Marca G,Açougue,Grãos,Standard,UN,328.0,0,0,336,149.6,118.18,27.0,1,True
337,PRD000337,7890000000337,Chocolate Caseiro 337,Marca H,Padaria,Sucos,Premium,KG,401.0,0,0,337,47.9,28.26,34.0,1,True
338,PRD000338,7890000000338,Ração Artesanal 338,Marca I,Bazar,Banho,Diet,G,474.0,0,0,338,91.8,67.93,41.0,1,True
339,PRD000339,7890000000339,Absorvente Fortificado 339,Marca J,Pet,Casa,Light,L,547.0,0,0,339,364.7,277.17,48.0,1,True
340,PRD000340,7890000000340,Arroz Kids 340,Marca K,Mercearia,Frios,Zero,ML,620.0,0,0,340,145.0,104.4,22.0,1,True
341,PRD000341,7890000000341,Feijão Original 341,Marca L,Mercearia,Carnes,Tradicional,CX,693.0,1,0,341,146.3,105.34,29.0,1,True
342,PRD000342,7890000000342,Macarrão Tradicional 342,Marca M,Bebidas,Pães,Orgânico,UN,766.0,0,1,342,83.4,56.71,36.0,1,True
343,PRD000343,7890000000343,Leite Premium 343,Marca N,Higiene,Utilidades,Sem Glúten,KG,839.0,0,1,343,55.7,35.09,43.0,1,True
344,PRD000344,7890000000344,Refrigerante Integral 344,Marca Própria,Limpeza,Animais,Sem Lactose,G,912.0,0,1,344,136.2,89.89,50.0,1,True
345,PRD000345,7890000000345,Sabonete Light 345,Marca A,Laticínios,Doces,Kids,L,985.0,0,0,345,103.5,73.49,24.0,1,True
346,PRD000346,7890000000346,Detergente Zero 346,Marca B,Açougue,Cereais,Família,ML,1058.0,0,0,346,180.6,142.67,31.0,1,True
347,PRD000347,7890000000347,Shampoo Família 347,Marca C,Padaria,Perfumaria,Refil,CX,1131.0,0,0,347,84.9,50.09,38.0,1,True
348,PRD000348,7890000000348,Iogurte Econômico 348,Marca D,Bazar,Grãos,Concentrado,UN,1204.0,0,0,348,132.8,98.27,45.0,1,True
349,PRD000349,7890000000349,Queijo Natural 349,Marca E,Pet,Sucos,Mini,KG,1277.0,0,0,349,407.7,309.85,19.0,1,True
350,PRD000350,7890000000350,Pão Suave 350,Marca F,Mercearia,Banho,Grande,G,1350.0,0,0,350,8.0,5.76,26.0,1,True
351,PRD000351,7890000000351,Biscoito Extra 351,Marca G,Mercearia,Casa,Econômico,L,1423.0,0,1,351,9.3,6.7,33.0,1,True
352,PRD000352,7890000000352,Café Max 352,Marca H,Bebidas,Frios,Standard,ML,1496.0,1,1,352,100.4,68.27,40.0,1,True
353,PRD000353,7890000000353,Açúcar Fresh 353,Marca I,Higiene,Carnes,Premium,CX,1569.0,0,1,353,74.7,47.06,47.0,1,True
354,PRD000354,7890000000354,Farinha Plus 354,Marca J,Limpeza,Pães,Diet,UN,1642.0,0,0,354,159.2,105.07,21.0,1,True
355,PRD000355,7890000000355,Óleo Caseiro 355,Marca K,Laticínios,Utilidades,Light,KG,1715.0,0,0,355,132.5,94.08,28.0,1,True
356,PRD000356,7890000000356,Água Artesanal 356,Marca L,Açougue,Animais,Zero,G,1788.0,0,0,356,211.6,167.16,35.0,1,True
357,PRD000357,7890000000357,Chocolate Fortificado 357,Marca M,Padaria,Doces,Tradicional,L,1861.0,0,0,357,1.9,1.12,42.0,1,True
358,PRD000358,7890000000358,Ração Kids 358,Marca N,Bazar,Cereais,Orgânico,ML,1934.0,0,0,358,173.8,128.61,49.0,1,True
359,PRD000359,7890000000359,Absorvente Original 359,Marca Própria,Pet,Perfumaria,Sem Glúten,CX,2007.0,0,0,359,450.7,342.53,23.0,1,True
360,PRD000360,7890000000360,Arroz Tradicional 360,Marca A,Mercearia,Grãos,Sem Lactose,UN,2080.0,0,1,360,21.0,15.12,30.0,1,True
361,PRD000361,7890000000361,Feijão Premium 361,Marca B,Mercearia,Sucos,Kids,KG,2153.0,0,1,361,22.3,16.06,37.0,1,True
362,PRD000362,7890000000362,Macarrão Integral 362,Marca C,Bebidas,Banho,Família,G,2226.0,0,1,362,117.4,79.83,44.0,1,True
363,PRD000363,7890000000363,Leite Light 363,Marca D,Higiene,Casa,Refil,L,2299.0,1,0,363,93.7,59.03,18.0,1,True
364,PRD000364,7890000000364,Refrigerante Zero 364,Marca E,Limpeza,Frios,Concentrado,ML,2372.0,0,0,364,182.2,120.25,25.0,1,True
365,PRD000365,7890000000365,Sabonete Família 365,Marca F,Laticínios,Carnes,Mini,CX,2445.0,0,0,365,161.5,114.67,32.0,1,True
366,PRD000366,7890000000366,Detergente Econômico 366,Marca G,Açougue,Pães,Grande,UN,2518.0,0,0,366,242.6,191.65,39.0,1,True
367,PRD000367,7890000000367,Shampoo Natural 367,Marca H,Padaria,Utilidades,Econômico,KG,2591.0,0,0,367,38.9,22.95,46.0,1,True
368,PRD000368,7890000000368,Iogurte Suave 368,Marca I,Bazar,Animais,Standard,G,2664.0,0,0,368,214.8,158.95,20.0,1,True
369,PRD000369,7890000000369,Queijo Extra 369,Marca J,Pet,Doces,Premium,L,2737.0,0,1,369,493.7,375.21,27.0,1,True
