sk_estoque,sk_tempo,sk_loja,sk_produto,estoque_inicial,entrada,saida,perda,ruptura,estoque_final,cobertura_dias
560,585,81,3921,230,80,80,0,0,230,2.88
561,588,1,3928,241,93,97,1,0,236,2.43
562,591,6,3935,252,106,114,2,0,242,2.12
563,594,11,3942,263,119,131,3,0,248,1.89
564,597,16,3949,274,132,148,4,0,254,1.72
565,600,21,3956,285,145,5,5,0,420,84.0
566,603,26,3963,296,158,22,6,0,426,19.36
567,606,31,3970,307,171,39,7,0,432,11.08
568,609,36,3977,318,4,56,0,0,266,4.75
569,612,41,3984,329,17,73,1,0,272,3.73
570,615,46,3991,340,30,90,2,0,278,3.09
571,618,51,3998,351,43,107,3,0,284,2.65
572,621,56,4005,362,56,124,4,0,290,2.34
573,624,61,4012,23,69,141,5,1,0,0.0
574,627,66,4019,34,82,158,6,1,0,0.0
575,630,71,4026,45,95,15,7,0,118,7.87
576,633,76,4033,56,108,32,0,0,132,4.13
577,636,81,4040,67,121,49,1,0,138,2.82
578,639,1,4047,78,134,66,2,0,144,2.18
579,642,6,4054,89,147,83,3,0,150,1.81
580,645,11,4061,100,160,100,4,0,156,1.56
581,648,16,4068,111,173,117,5,0,162,1.38
582,651,21,4075,122,6,134,6,1,0,0.0
583,654,26,4082,133,19,151,7,1,0,0.0
584,657,31,4089,144,32,8,0,0,168,21.0
585,660,36,4096,155,45,25,1,0,174,6.96
586,663,41,4103,166,58,42,2,0,180,4.29
587,666,46,4110,177,71,59,3,0,186,3.15
588,669,51,4117,188,84,76,4,0,192,2.53
589,672,56,4124,199,97,93,5,0,198,2.13
590,675,61,4131,210,110,110,6,0,204,1.85
591,678,66,4138,221,123,127,7,0,210,1.65
592,681,71,4145,232,136,144,0,0,224,1.56
593,684,76,4152,243,149,1,1,0,390,390.0
594,687,81,4159,254,162,18,2,0,396,22.0
595,690,1,4166,265,175,35,3,0,402,11.49
596,693,6,4173,276,8,52,4,0,228,4.38
597,696,11,4180,287,21,69,5,0,234,3.39
598,699,16,4187,298,34,86,6,0,240,2.79
599,702,21,4194,309,47,103,7,0,246,2.39
600,705,26,4201,320,60,120,0,0,260,2.17
601,708,31,4208,331,73,137,1,0,266,1.94
602,711,36,4215,342,86,154,2,0,272,1.77
603,714,41,4222,353,99,11,3,0,438,39.82
604,717,46,4229,364,112,28,4,0,444,15.86
605,720,51,4236,25,125,45,5,0,100,2.22
606,723,56,4243,36,138,62,6,0,106,1.71
607,726,61,4250,47,151,79,7,0,112,1.42
608,729,66,4257,58,164,96,0,0,126,1.31
609,732,71,4264,69,177,113,1,0,132,1.17
610,735,76,4271,80,10,130,2,1,0,0.0
611,738,81,4278,91,23,147,3,1,0,0.0
612,741,1,4285,102,36,4,4,0,130,32.5
613,744,6,4292,113,49,21,5,0,136,6.48
614,747,11,4299,124,62,38,6,0,142,3.74
615,750,16,4306,135,75,55,7,0,148,2.69
616,753,21,4313,146,88,72,0,0,162,2.25
617,756,26,4320,157,101,89,1,0,168,1.89
618,759,31,4327,168,114,106,2,0,174,1.64
619,762,36,4334,179,127,123,3,0,180,1.46
620,765,41,4341,190,140,140,4,0,186,1.33
621,768,46,4348,201,153,157,5,0,192,1.22
622,771,51,4355,212,166,14,6,0,358,25.57
623,774,56,4362,223,179,31,7,0,364,11.74
624,777,61,4369,234,12,48,0,0,198,4.13
625,780,66,4376,245,25,65,1,0,204,3.14
626,783,71,4383,256,38,82,2,0,210,2.56
627,786,76,4390,267,51,99,3,0,216,2.18
628,789,81,4397,278,64,116,4,0,222,1.91
629,792,1,4404,289,77,133,5,0,228,1.71
630,795,6,4411,300,90,150,6,0,234,1.56
631,798,11,4418,311,103,7,7,0,400,57.14
632,801,16,4425,322,116,24,0,0,414,17.25
633,804,21,4432,333,129,41,1,0,420,10.24
634,807,26,4439,344,142,58,2,0,426,7.34
635,810,31,4446,355,155,75,3,0,432,5.76
636,813,36,4453,366,168,92,4,0,438,4.76
637,816,41,4460,27,1,109,5,1,0,0.0
638,819,46,4467,38,14,126,6,1,0,0.0
639,822,51,4474,49,27,143,7,1,0,0.0
640,825,56,4481,60,40,0,0,0,100,100.0
641,828,61,4488,71,53,17,1,0,106,6.24
642,831,66,4495,82,66,34,2,0,112,3.29
643,834,71,4502,93,79,51,3,0,118,2.31
644,837,76,4509,104,92,68,4,0,124,1.82
645,840,81,4516,115,105,85,5,0,130,1.53
646,843,1,4523,126,118,102,6,0,136,1.33
647,846,6,4530,137,131,119,7,0,142,1.19
648,849,11,4537,148,144,136,0,0,156,1.15
649,852,16,4544,159,157,153,1,0,162,1.06
650,855,21,4551,170,170,10,2,0,328,32.8
651,858,26,4558,181,3,27,3,0,154,5.7
652,861,31,4565,192,16,44,4,0,160,3.64
653,864,36,4572,203,29,61,5,0,166,2.72
654,867,41,4579,214,42,78,6,0,172,2.21
655,870,46,4586,225,55,95,7,0,178,1.87
656,873,51,4593,236,68,112,0,0,192,1.71
657,876,56,4600,247,81,129,1,0,198,1.53
658,879,61,4607,258,94,146,2,0,204,1.4
659,882,66,4614,269,107,3,3,0,370,123.33
660,885,71,4621,280,120,20,4,0,376,18.8
661,888,76,4628,291,133,37,5,0,382,10.32
662,891,81,4635,302,146,54,6,0,388,7.19
663,894,1,4642,313,159,71,7,0,394,5.55
664,897,6,4649,324,172,88,0,0,408,4.64
665,900,11,4656,335,5,105,1,0,234,2.23
666,903,16,4663,346,18,122,2,0,240,1.97
667,906,21,4670,357,31,139,3,0,246,1.77
668,909,26,4677,368,44,156,4,0,252,1.62
669,912,31,4684,29,57,13,5,0,68,5.23
670,915,36,4691,40,70,30,6,0,74,2.47
671,918,41,4698,51,83,47,7,0,80,1.7
672,921,46,4705,62,96,64,0,0,94,1.47
673,924,51,4712,73,109,81,1,0,100,1.23
674,927,56,4719,84,122,98,2,0,106,1.08
675,930,61,4726,95,135,115,3,0,112,0.97
676,933,66,4733,106,148,132,4,0,118,0.89
677,936,71,4740,117,161,149,5,0,124,0.83
678,939,76,4747,128,174,6,6,0,290,48.33
679,942,81,4754,139,7,23,7,0,116,5.04
680,945,1,4761,150,20,40,0,0,130,3.25
681,948,6,4768,161,33,57,1,0,136,2.39
682,951,11,4775,172,46,74,2,0,142,1.92
683,954,16,4782,183,59,91,3,0,148,1.63
684,957,21,4789,194,72,108,4,0,154,1.43
685,960,26,4796,205,85,125,5,0,160,1.28
686,963,31,4803,216,98,142,6,0,166,1.17
687,966,36,4810,227,111,159,7,0,172,1.08
688,969,41,4817,238,124,16,0,0,346,21.63
689,972,46,4824,249,137,33,1,0,352,10.67
690,975,51,4831,260,150,50,2,0,358,7.16
691,978,56,4838,271,163,67,3,0,364,5.43
692,981,61,4845,282,176,84,4,0,370,4.4
693,984,66,4852,293,9,101,5,0,196,1.94
694,987,71,4859,304,22,118,6,0,202,1.71
695,990,76,4866,315,35,135,7,0,208,1.54
696,993,81,4873,326,48,152,0,0,222,1.46
697,996,1,4880,337,61,9,1,0,388,43.11
698,999,6,4887,348,74,26,2,0,394,15.15
699,1002,11,4894,359,87,43,3,0,400,9.3
700,1005,16,4901,20,100,60,4,0,56,0.93
701,1008,21,4908,31,113,77,5,0,62,0.81
702,1011,26,4915,42,126,94,6,0,68,0.72
703,1014,31,4922,53,139,111,7,0,74,0.67
704,1017,36,4929,64,152,128,0,0,88,0.69
705,1020,41,4936,75,165,145,1,0,94,0.65
706,1023,46,4943,86,178,2,2,0,260,130.0
707,1026,51,4950,97,11,19,3,0,86,4.53
708,1029,56,4957,108,24,36,4,0,92,2.56
709,1032,61,4964,119,37,53,5,0,98,1.85
710,1035,66,4971,130,50,70,6,0,104,1.49
711,1038,71,4978,141,63,87,7,0,110,1.26
712,1041,76,4985,152,76,104,0,0,124,1.19
713,1044,81,4992,163,89,121,1,0,130,1.07
714,1047,1,4999,174,102,138,2,0,136,0.99
715,1050,6,5006,185,115,155,3,0,142,0.92
716,1053,11,5013,196,128,12,4,0,308,25.67
717,1056,16,5020,207,141,29,5,0,314,10.83
718,1059,21,5027,218,154,46,6,0,320,6.96
719,1062,26,5034,229,167,63,7,0,326,5.17
720,1065,31,5041,240,0,80,0,0,160,2.0
721,1068,36,5048,251,13,97,1,0,166,1.71
722,1071,41,5055,262,26,114,2,0,172,1.51
723,1074,46,5062,273,39,131,3,0,178,1.36
724,1077,51,5069,284,52,148,4,0,184,1.24
725,1080,56,5076,295,65,5,5,0,350,70.0
726,1083,61,5083,306,78,22,6,0,356,16.18
727,1086,66,5090,317,91,39,7,0,362,9.28
728,1089,71,5097,328,104,56,0,0,376,6.71
729,1092,76,5104,339,117,73,1,0,382,5.23
730,1095,81,5111,350,130,90,2,0,388,4.31
731,2,1,5118,361,143,107,3,0,394,3.68
732,5,6,5125,22,156,124,4,0,50,0.4
733,8,11,5132,33,169,141,5,0,56,0.4
734,11,16,5139,44,2,158,6,1,0,0.0
735,14,21,5146,55,15,15,7,0,48,3.2
736,17,26,5153,66,28,32,0,0,62,1.94
737,20,31,5160,77,41,49,1,0,68,1.39
738,23,36,5167,88,54,66,2,0,74,1.12
739,26,41,5174,99,67,83,3,0,80,0.96
740,29,46,5181,110,80,100,4,0,86,0.86
741,32,51,5188,121,93,117,5,0,92,0.79
742,35,56,5195,132,106,134,6,0,98,0.73
743,38,61,5202,143,119,151,7,0,104,0.69
744,41,66,5209,154,132,8,0,0,278,34.75
745,44,71,5216,165,145,25,1,0,284,11.36
746,47,76,5223,176,158,42,2,0,290,6.9
747,50,81,5230,187,171,59,3,0,296,5.02
748,53,1,5237,198,4,76,4,0,122,1.61
749,56,6,5244,209,17,93,5,0,128,1.38
750,59,11,5251,220,30,110,6,0,134,1.22
751,62,16,5258,231,43,127,7,0,140,1.1
752,65,21,5265,242,56,144,0,0,154,1.07
753,68,26,5272,253,69,1,1,0,320,320.0
754,71,31,5279,264,82,18,2,0,326,18.11
755,74,36,5286,275,95,35,3,0,332,9.49
756,77,41,5293,286,108,52,4,0,338,6.5
757,80,46,5300,297,121,69,5,0,344,4.99
758,83,51,5307,308,134,86,6,0,350,4.07
759,86,56,5314,319,147,103,7,0,356,3.46
760,89,61,5321,330,160,120,0,0,370,3.08
761,92,66,5328,341,173,137,1,0,376,2.74
762,95,71,5335,352,6,154,2,0,202,1.31
763,98,76,5342,363,19,11,3,0,368,33.45
764,101,81,5349,24,32,28,4,0,24,0.86
765,104,1,5356,35,45,45,5,0,30,0.67
766,107,6,5363,46,58,62,6,0,36,0.58
767,110,11,5370,57,71,79,7,0,42,0.53
768,113,16,5377,68,84,96,0,0,56,0.58
769,116,21,5384,79,97,113,1,0,62,0.55
770,119,26,5391,90,110,130,2,0,68,0.52
771,122,31,5398,101,123,147,3,0,74,0.5
772,125,36,5405,112,136,4,4,0,240,60.0
773,128,41,5412,123,149,21,5,0,246,11.71
774,131,46,5419,134,162,38,6,0,252,6.63
775,134,51,5426,145,175,55,7,0,258,4.69
776,137,56,5433,156,8,72,0,0,92,1.28
777,140,61,5440,167,21,89,1,0,98,1.1
778,143,66,5447,178,34,106,2,0,104,0.98
779,146,71,5454,189,47,123,3,0,110,0.89
780,149,76,5461,200,60,140,4,0,116,0.83
781,152,81,5468,211,73,157,5,0,122,0.78
782,155,1,5475,222,86,14,6,0,288,20.57
783,158,6,5482,233,99,31,7,0,294,9.48
784,161,11,5489,244,112,48,0,0,308,6.42
785,164,16,5496,255,125,65,1,0,314,4.83
786,167,21,5503,266,138,82,2,0,320,3.9
787,170,26,5510,277,151,99,3,0,326,3.29
788,173,31,5517,288,164,116,4,0,332,2.86
789,176,36,5524,299,177,133,5,0,338,2.54
790,179,41,5531,310,10,150,6,0,164,1.09
791,182,46,5538,321,23,7,7,0,330,47.14
792,185,51,5545,332,36,24,0,0,344,14.33
793,188,56,5552,343,49,41,1,0,350,8.54
794,191,61,5559,354,62,58,2,0,356,6.14
795,194,66,5566,365,75,75,3,0,362,4.83
796,197,71,5573,26,88,92,4,0,18,0.2
797,200,76,5580,37,101,109,5,0,24,0.22
798,203,81,5587,48,114,126,6,0,30,0.24
799,206,1,5594,59,127,143,7,0,36,0.25
800,209,6,5601,70,140,0,0,0,210,210.0
801,212,11,5608,81,153,17,1,0,216,12.71
802,215,16,5615,92,166,34,2,0,222,6.53
803,218,21,5622,103,179,51,3,0,228,4.47
804,221,26,5629,114,12,68,4,0,54,0.79
805,224,31,5636,125,25,85,5,0,60,0.71
806,227,36,5643,136,38,102,6,0,66,0.65
807,230,41,5650,147,51,119,7,0,72,0.61
808,233,46,5657,158,64,136,0,0,86,0.63
809,236,51,5664,169,77,153,1,0,92,0.6
810,239,56,5671,180,90,10,2,0,258,25.8
811,242,61,5678,191,103,27,3,0,264,9.78
812,245,66,5685,202,116,44,4,0,270,6.14
813,248,71,5692,213,129,61,5,0,276,4.52
814,251,76,5699,224,142,78,6,0,282,3.62
815,254,81,5706,235,155,95,7,0,288,3.03
816,257,1,5713,246,168,112,0,0,302,2.7
817,260,6,5720,257,1,129,1,0,128,0.99
818,263,11,5727,268,14,146,2,0,134,0.92
819,266,16,5734,279,27,3,3,0,300,100.0
820,269,21,5741,290,40,20,4,0,306,15.3
821,272,26,5748,301,53,37,5,0,312,8.43
822,275,31,5755,312,66,54,6,0,318,5.89
823,278,36,5762,323,79,71,7,0,324,4.56
824,281,41,5769,334,92,88,0,0,338,3.84
825,284,46,5776,345,105,105,1,0,344,3.28
826,287,51,5783,356,118,122,2,0,350,2.87
827,290,56,5790,367,131,139,3,0,356,2.56
828,293,61,5797,28,144,156,4,0,12,0.08
829,296,66,5804,39,157,13,5,0,178,13.69
830,299,71,5811,50,170,30,6,0,184,6.13
831,302,76,5818,61,3,47,7,0,10,0.21
832,305,81,5825,72,16,64,0,0,24,0.38
833,308,1,5832,83,29,81,1,0,30,0.37
834,311,6,5839,94,42,98,2,0,36,0.37
835,314,11,5846,105,55,115,3,0,42,0.37
836,317,16,5853,116,68,132,4,0,48,0.36
837,320,21,5860,127,81,149,5,0,54,0.36
838,323,26,5867,138,94,6,6,0,220,36.67
839,326,31,5874,149,107,23,7,0,226,9.83
840,329,36,5881,160,120,40,0,0,240,6.0
841,332,41,5888,171,133,57,1,0,246,4.32
842,335,46,5895,182,146,74,2,0,252,3.41
843,338,51,5902,193,159,91,3,0,258,2.84
844,341,56,5909,204,172,108,4,0,264,2.44
845,344,61,5916,215,5,125,5,0,90,0.72
846,347,66,5923,226,18,142,6,0,96,0.68
847,350,71,5930,237,31,159,7,0,102,0.64
848,353,76,5937,248,44,16,0,0,276,17.25
849,356,81,5944,259,57,33,1,0,282,8.55
850,359,1,5951,270,70,50,2,0,288,5.76
851,362,6,5958,281,83,67,3,0,294,4.39
852,365,11,5965,292,96,84,4,0,300,3.57
853,368,16,5972,303,109,101,5,0,306,3.03
854,371,21,5979,314,122,118,6,0,312,2.64
855,374,26,5986,325,135,135,7,0,318,2.36
856,377,31,5993,336,148,152,0,0,332,2.18
857,380,36,6000,347,161,9,1,0,498,55.33
858,383,41,6007,358,174,26,2,0,504,19.38
859,386,46,6014,369,7,43,3,0,330,7.67
860,389,51,6021,30,20,60,4,1,0,0.0
861,392,56,6028,41,33,77,5,1,0,0.0
862,395,61,6035,52,46,94,6,1,0,0.0
863,398,66,6042,63,59,111,7,0,4,0.04
864,401,71,6049,74,72,128,0,0,18,0.14
865,404,76,6056,85,85,145,1,0,24,0.17
866,407,81,6063,96,98,2,2,0,190,95.0
867,410,1,6070,107,111,19,3,0,196,10.32
868,413,6,6077,118,124,36,4,0,202,5.61
869,416,11,6084,129,137,53,5,0,208,3.92
870,419,16,6091,140,150,70,6,0,214,3.06
871,422,21,6098,151,163,87,7,0,220,2.53
872,425,26,6105,162,176,104,0,0,234,2.25
873,428,31,6112,173,9,121,1,0,60,0.5
874,431,36,6119,184,22,138,2,0,66,0.48
875,434,41,6126,195,35,155,3,0,72,0.46
876,437,46,6133,206,48,12,4,0,238,19.83
877,440,51,6140,217,61,29,5,0,244,8.41
878,443,56,6147,228,74,46,6,0,250,5.43
879,446,61,6154,239,87,63,7,0,256,4.06
880,449,66,6161,250,100,80,0,0,270,3.38
881,452,71,6168,261,113,97,1,0,276,2.85
882,455,76,6175,272,126,114,2,0,282,2.47
883,458,81,6182,283,139,131,3,0,288,2.2
884,461,1,6189,294,152,148,4,0,294,1.99
885,464,6,6196,305,165,5,5,0,460,92.0
886,467,11,6203,316,178,22,6,0,466,21.18
887,470,16,6210,327,11,39,7,0,292,7.49
888,473,21,6217,338,24,56,0,0,306,5.46
889,476,26,6224,349,37,73,1,0,312,4.27
890,479,31,6231,360,50,90,2,0,318,3.53
891,482,36,6238,21,63,107,3,1,0,0.0
892,485,41,6245,32,76,124,4,1,0,0.0
893,488,46,6252,43,89,141,5,1,0,0.0
894,491,51,6259,54,102,158,6,1,0,0.0
895,494,56,6266,65,115,15,7,0,158,10.53
896,497,61,6273,76,128,32,0,0,172,5.38
897,500,66,6280,87,141,49,1,0,178,3.63
898,503,71,6287,98,154,66,2,0,184,2.79
899,506,76,6294,109,167,83,3,0,190,2.29
900,509,81,6301,120,0,100,4,0,16,0.16
901,512,1,6308,131,13,117,5,0,22,0.19
902,515,6,6315,142,26,134,6,0,28,0.21
903,518,11,6322,153,39,151,7,0,34,0.23
904,521,16,6329,164,52,8,0,0,208,26.0
905,524,21,6336,175,65,25,1,0,214,8.56
906,527,26,6343,186,78,42,2,0,220,5.24
907,530,31,6350,197,91,59,3,0,226,3.83
908,533,36,6357,208,104,76,4,0,232,3.05
909,536,41,6364,219,117,93,5,0,238,2.56
910,539,46,6371,230,130,110,6,0,244,2.22
911,542,51,6378,241,143,127,7,0,250,1.97
912,545,56,6385,252,156,144,0,0,264,1.83
913,548,61,6392,263,169,1,1,0,430,430.0
914,551,66,6399,274,2,18,2,0,256,14.22
915,554,71,6406,285,15,35,3,0,262,7.49
916,557,76,6413,296,28,52,4,0,268,5.15
917,560,81,6420,307,41,69,5,0,274,3.97
918,563,1,6427,318,54,86,6,0,280,3.26
919,566,6,6434,329,67,103,7,0,286,2.78
920,569,11,6441,340,80,120,0,0,300,2.5
921,572,16,6448,351,93,137,1,0,306,2.23
922,575,21,6455,362,106,154,2,0,312,2.03
923,578,26,6462,23,119,11,3,0,128,11.64
924,581,31,6469,34,132,28,4,0,134,4.79
925,584,36,6476,45,145,45,5,0,140,3.11
926,587,41,6483,56,158,62,6,0,146,2.35
927,590,46,6490,67,171,79,7,0,152,1.92
928,593,51,6497,78,4,96,0,1,0,0.0
929,596,56,6504,89,17,113,1,1,0,0.0
930,599,61,6511,100,30,130,2,1,0,0.0
931,602,66,6518,111,43,147,3,0,4,0.03
932,605,71,6525,122,56,4,4,0,170,42.5
933,608,76,6532,133,69,21,5,0,176,8.38
934,611,81,6539,144,82,38,6,0,182,4.79
935,614,1,6546,155,95,55,7,0,188,3.42
936,617,6,6553,166,108,72,0,0,202,2.81
937,620,11,6560,177,121,89,1,0,208,2.34
938,623,16,6567,188,134,106,2,0,214,2.02
939,626,21,6574,199,147,123,3,0,220,1.79
940,629,26,6581,210,160,140,4,0,226,1.61
941,632,31,6588,221,173,157,5,0,232,1.48
942,635,36,6595,232,6,14,6,0,218,15.57
943,638,41,6602,243,19,31,7,0,224,7.23
944,641,46,6609,254,32,48,0,0,238,4.96
945,644,51,6616,265,45,65,1,0,244,3.75
946,647,56,6623,276,58,82,2,0,250,3.05
947,650,61,6630,287,71,99,3,0,256,2.59
948,653,66,6637,298,84,116,4,0,262,2.26
949,656,71,6644,309,97,133,5,0,268,2.02
950,659,76,6651,320,110,150,6,0,274,1.83
951,662,81,6658,331,123,7,7,0,440,62.86
952,665,1,6665,342,136,24,0,0,454,18.92
953,668,6,6672,353,149,41,1,0,460,11.22
954,671,11,6679,364,162,58,2,0,466,8.03
955,674,16,6686,25,175,75,3,0,122,1.63
956,677,21,6693,36,8,92,4,1,0,0.0
957,680,26,6700,47,21,109,5,1,0,0.0
958,683,31,6707,58,34,126,6,1,0,0.0
959,686,36,6714,69,47,143,7,1,0,0.0
960,689,41,6721,80,60,0,0,0,140,140.0
961,692,46,6728,91,73,17,1,0,146,8.59
962,695,51,6735,102,86,34,2,0,152,4.47
963,698,56,6742,113,99,51,3,0,158,3.1
964,701,61,6749,124,112,68,4,0,164,2.41
965,704,66,6756,135,125,85,5,0,170,2.0
966,707,71,6763,146,138,102,6,0,176,1.73
967,710,76,6770,157,151,119,7,0,182,1.53
968,713,81,6777,168,164,136,0,0,196,1.44
969,716,1,6784,179,177,153,1,0,202,1.32
970,719,6,6791,190,10,10,2,0,188,18.8
971,722,11,6798,201,23,27,3,0,194,7.19
972,725,16,6805,212,36,44,4,0,200,4.55
973,728,21,6812,223,49,61,5,0,206,3.38
974,731,26,6819,234,62,78,6,0,212,2.72
975,734,31,6826,245,75,95,7,0,218,2.29
976,737,36,6833,256,88,112,0,0,232,2.07
977,740,41,6840,267,101,129,1,0,238,1.84
978,743,46,6847,278,114,146,2,0,244,1.67
979,746,51,6854,289,127,3,3,0,410,136.67
980,749,56,6861,300,140,20,4,0,416,20.8
981,752,61,6868,311,153,37,5,0,422,11.41
982,755,66,6875,322,166,54,6,0,428,7.93
983,758,71,6882,333,179,71,7,0,434,6.11
984,761,76,6889,344,12,88,0,0,268,3.05
985,764,81,6896,355,25,105,1,0,274,2.61
986,767,1,6903,366,38,122,2,0,280,2.3
987,770,6,6910,27,51,139,3,1,0,0.0
988,773,11,6917,38,64,156,4,1,0,0.0
989,776,16,6924,49,77,13,5,0,108,8.31
990,779,21,6931,60,90,30,6,0,114,3.8
991,782,26,6938,71,103,47,7,0,120,2.55
992,785,31,6945,82,116,64,0,0,134,2.09
993,788,36,6952,93,129,81,1,0,140,1.73
994,791,41,6959,104,142,98,2,0,146,1.49
995,794,46,6966,115,155,115,3,0,152,1.32
996,797,51,6973,126,168,132,4,0,158,1.2
997,800,56,6980,137,1,149,5,1,0,0.0
998,803,61,6987,148,14,6,6,0,150,25.0
999,806,66,6994,159,27,23,7,0,156,6.78
1000,809,71,7001,170,40,40,0,0,170,4.25
1001,812,76,7008,181,53,57,1,0,176,3.09
1002,815,81,7015,192,66,74,2,0,182,2.46
1003,818,1,7022,203,79,91,3,0,188,2.07
1004,821,6,7029,214,92,108,4,0,194,1.8
1005,824,11,7036,225,105,125,5,0,200,1.6
1006,827,16,7043,236,118,142,6,0,206,1.45
1007,830,21,7050,247,131,159,7,0,212,1.33
1008,833,26,7057,258,144,16,0,0,386,24.13
1009,836,31,7064,269,157,33,1,0,392,11.88
1010,839,36,7071,280,170,50,2,0,398,7.96
1011,842,41,7078,291,3,67,3,0,224,3.34
1012,845,46,7085,302,16,84,4,0,230,2.74
1013,848,51,7092,313,29,101,5,0,236,2.34
1014,851,56,7099,324,42,118,6,0,242,2.05
1015,854,61,7106,335,55,135,7,0,248,1.84
1016,857,66,7113,346,68,152,0,0,262,1.72
1017,860,71,7120,357,81,9,1,0,428,47.56
1018,863,76,7127,368,94,26,2,0,434,16.69
1019,866,81,7134,29,107,43,3,0,90,2.09
1020,869,1,7141,40,120,60,4,0,96,1.6
1021,872,6,7148,51,133,77,5,0,102,1.32
1022,875,11,7155,62,146,94,6,0,108,1.15
1023,878,16,7162,73,159,111,7,0,114,1.03
1024,881,21,7169,84,172,128,0,0,128,1.0
1025,884,26,7176,95,5,145,1,1,0,0.0
1026,887,31,7183,106,18,2,2,0,120,60.0
1027,890,36,7190,117,31,19,3,0,126,6.63
1028,893,41,7197,128,44,36,4,0,132,3.67
1029,896,46,7204,139,57,53,5,0,138,2.6
1030,899,51,7211,150,70,70,6,0,144,2.06
1031,902,56,7218,161,83,87,7,0,150,1.72
1032,905,61,7225,172,96,104,0,0,164,1.58
1033,908,66,7232,183,109,121,1,0,170,1.4
1034,911,71,7239,194,122,138,2,0,176,1.28
1035,914,76,7246,205,135,155,3,0,182,1.17
1036,917,81,7253,216,148,12,4,0,348,29.0
1037,920,1,7260,227,161,29,5,0,354,12.21
1038,923,6,7267,238,174,46,6,0,360,7.83
1039,926,11,7274,249,7,63,7,0,186,2.95
1040,929,16,7281,260,20,80,0,0,200,2.5
1041,932,21,7288,271,33,97,1,0,206,2.12
1042,935,26,7295,282,46,114,2,0,212,1.86
1043,938,31,7302,293,59,131,3,0,218,1.66
1044,941,36,7309,304,72,148,4,0,224,1.51
1045,944,41,7316,315,85,5,5,0,390,78.0
1046,947,46,7323,326,98,22,6,0,396,18.0
1047,950,51,7330,337,111,39,7,0,402,10.31
1048,953,56,7337,348,124,56,0,0,416,7.43
1049,956,61,7344,359,137,73,1,0,422,5.78
1050,959,66,7351,20,150,90,2,0,78,0.87
1051,962,71,7358,31,163,107,3,0,84,0.79
1052,965,76,7365,42,176,124,4,0,90,0.73
1053,968,81,7372,53,9,141,5,1,0,0.0
1054,971,1,7379,64,22,158,6,1,0,0.0
1055,974,6,7386,75,35,15,7,0,88,5.87
1056,977,11,7393,86,48,32,0,0,102,3.19
1057,980,16,7400,97,61,49,1,0,108,2.2
1058,983,21,7407,108,74,66,2,0,114,1.73
1059,986,26,7414,119,87,83,3,0,120,1.45
1060,989,31,7421,130,100,100,4,0,126,1.26
1061,992,36,7428,141,113,117,5,0,132,1.13
1062,995,41,7435,152,126,134,6,0,138,1.03
1063,998,46,7442,163,139,151,7,0,144,0.95
1064,1001,51,7449,174,152,8,0,0,318,39.75
1065,1004,56,7456,185,165,25,1,0,324,12.96
1066,1007,61,7463,196,178,42,2,0,330,7.86
1067,1010,66,7470,207,11,59,3,0,156,2.64
1068,1013,71,7477,218,24,76,4,0,162,2.13
1069,1016,76,7484,229,37,93,5,0,168,1.81
1070,1019,81,7491,240,50,110,6,0,174,1.58
1071,1022,1,7498,251,63,127,7,0,180,1.42
1072,1025,6,7505,262,76,144,0,0,194,1.35
1073,1028,11,7512,273,89,1,1,0,360,360.0
1074,1031,16,7519,284,102,18,2,0,366,20.33
1075,1034,21,7526,295,115,35,3,0,372,10.63
1076,1037,26,7533,306,128,52,4,0,378,7.27
1077,1040,31,7540,317,141,69,5,0,384,5.57
1078,1043,36,7547,328,154,86,6,0,390,4.53
1079,1046,41,7554,339,167,103,7,0,396,3.84
1080,1049,46,7561,350,0,120,0,0,230,1.92
1081,1052,51,7568,361,13,137,1,0,236,1.72
1082,1055,56,7575,22,26,154,2,1,0,0.0
1083,1058,61,7582,33,39,11,3,0,58,5.27
1084,1061,66,7589,44,52,28,4,0,64,2.29
1085,1064,71,7596,55,65,45,5,0,70,1.56
1086,1067,76,7603,66,78,62,6,0,76,1.23
1087,1070,81,7610,77,91,79,7,0,82,1.04
1088,1073,1,7617,88,104,96,0,0,96,1.0
1089,1076,6,7624,99,117,113,1,0,102,0.9
1090,1079,11,7631,110,130,130,2,0,108,0.83
1091,1082,16,7638,121,143,147,3,0,114,0.78
1092,1085,21,7645,132,156,4,4,0,280,70.0
1093,1088,26,7652,143,169,21,5,0,286,13.62
1094,1091,31,7659,154,2,38,6,0,112,2.95
1095,1094,36,7666,165,15,55,7,0,118,2.15
1096,1,41,7673,176,28,72,0,0,132,1.83
1097,4,46,7680,187,41,89,1,0,138,1.55
1098,7,51,7687,198,54,106,2,0,144,1.36
1099,10,56,7694,209,67,123,3,0,150,1.22
1100,13,61,7701,220,80,140,4,0,156,1.11
1101,16,66,7708,231,93,157,5,0,162,1.03
1102,19,71,7715,242,106,14,6,0,328,23.43
1103,22,76,7722,253,119,31,7,0,334,10.77
1104,25,81,7729,264,132,48,0,0,348,7.25
1105,28,1,7736,275,145,65,1,0,354,5.45
1106,31,6,7743,286,158,82,2,0,360,4.39
1107,34,11,7750,297,171,99,3,0,366,3.7
1108,37,16,7757,308,4,116,4,0,192,1.66
1109,40,21,7764,319,17,133,5,0,198,1.49
